,date,volume,open,close,high,low,adjclose,open_50SMA,open_200SMA,open_12EMA,open_26EMA,MACD,MACD_signal_line,stochastic_oscillator,so_3SMA,RSI_EMA,RSI_SMA,upper_band,middle_band,lower_band
9147,1982-07-28,13378400,0.2321428507566452,0.2299107164144516,0.2321428507566452,0.2299107164144516,0.010383456014096735,0.23727678686380385,0.30438616149127484,0.23900477556572453,0.2363711994210738,0.0026335761446507344,0.0005040650402313928,54.166650440959096,68.05554586767875,42.038915278852826,70.2702619804802,0.26604522269032427,0.22890625149011612,0.19176728028990794
9146,1982-07-29,15467200,0.2388392835855484,0.2388392835855484,0.2410714328289032,0.2388392835855484,0.010786693543195723,0.23696428656578064,0.3038616079092026,0.23897931526108204,0.23655402048649782,0.0024252947745842246,0.0008883109871019593,63.6363553606785,63.6266432886978,50.833697663694146,71.0526255689513,0.26686009330105365,0.2294642873108387,0.19206848132062376
9145,1982-07-30,9654400,0.2410714328289032,0.2410714328289032,0.2433035671710968,0.2410714328289032,0.010887503623962402,0.23674107253551482,0.30343750074505804,0.2393011795022853,0.2368886436504335,0.0024125358518518047,0.0011931559600519286,56.249997392296635,58.01766773131146,53.5448273369505,70.27026734446254,0.2678731703707713,0.23013393059372902,0.19239469081668675
9144,1982-08-02,23598400,0.2477678507566452,0.2477678507566452,0.25,0.2477678507566452,0.011189934797585009,0.23665178686380386,0.3030245543271303,0.24060374431064838,0.23769451090472174,0.0029092334059266367,0.0015363714492268705,73.33330663045756,64.40655312781095,60.990736338109286,67.64704842881052,0.26964908232880946,0.23169643059372902,0.19374377885864857
9143,1982-08-03,22467200,0.234375,0.2321428507566452,0.234375,0.2321428507566452,0.010484261438250542,0.23625000089406967,0.3025558043271303,0.23964547595516403,0.23744862119077528,0.002196854764388745,0.0016684681122592455,23.076930977181366,50.88674499997858,44.52265271770731,56.41025684915973,0.2692574440961938,0.2330357164144516,0.1968139887327094
9142,1982-08-04,20966400,0.2321428507566452,0.2299107164144516,0.2321428507566452,0.2299107164144516,0.010383456014096735,0.2357589292526245,0.30205357208848,0.23849122592462266,0.23705560113301355,0.001435624791609108,0.001621899448129218,0.0,32.13674586921304,42.324926902078474,52.63157709813887,0.2681883742117228,0.2343750014901161,0.20056162876850941
9141,1982-08-05,17438400,0.2232142835855484,0.2209821492433548,0.2232142835855484,0.2209821492433548,0.009980211034417152,0.2350892862677574,0.30141741134226324,0.23614092710322662,0.23603031828987373,0.00011060881335289707,0.0013196413211739538,0.0,7.692310325727182,34.47150144510404,42.10525853482003,0.265514101405933,0.23560267984867095,0.20569125829140888
9140,1982-08-06,24208800,0.2209821492433548,0.21875,0.2209821492433548,0.21875,0.009879399091005324,0.23437500059604643,0.30077008992433546,0.23380880743247712,0.2349156390389847,-0.0011068316065075967,0.0008343467356376437,0.0,6.039613253960852e-14,32.72018308742045,39.47368975821597,0.26322147090532566,0.2364955373108387,0.20976960371635173
9139,1982-08-09,14028000,0.2209821492433548,0.2209821492433548,0.2232142835855484,0.2209821492433548,0.009980211034417152,0.23375000089406966,0.30012276850640773,0.23183547540338137,0.2338835286303767,-0.0020480532269953333,0.0002578667431110481,0.0,6.039613253960852e-14,32.72018308742045,25.80644327693497,0.26139623510620164,0.237165180593729,0.21293412608125636
9138,1982-08-10,28061600,0.234375,0.234375,0.2366071492433548,0.234375,0.01058507151901722,0.23343750089406967,0.2995870541781187,0.23222617149516886,0.2339199339187587,-0.0016937624235898452,-0.0001324590902291307,37.499984353779816,12.499994784593332,52.142575882005175,37.83782759750523,0.2608947459630588,0.2378348231315613,0.2147749003000638
9137,1982-08-11,17472000,0.2366071492433548,0.2366071492433548,0.2388392835855484,0.2366071492433548,0.010685885325074196,0.23321428686380385,0.29907366141676905,0.23290016807181285,0.23411898691459138,-0.001218818842778524,-0.00034973104073900943,46.66665776570808,28.055547373162693,54.65967691821719,37.83783881310744,0.2605314295983951,0.2385044664144516,0.21647750323050813
9136,1982-08-12,7655200,0.2366071492433548,0.234375,0.2366071492433548,0.234375,0.01058507151901722,0.23294642984867095,0.29852678649127484,0.2334704728674347,0.23430329524280702,-0.0008328223753723274,-0.0004463493076656731,58.333361148847494,47.50000108944519,54.65967691821719,38.88888579827792,0.26040857723856403,0.2389508955180645,0.217493213797565
9135,1982-08-13,6490400,0.234375,0.234375,0.2366071492433548,0.234375,0.01058507151901722,0.23272321552038192,0.2979129471629858,0.23360963088782935,0.2343086067065047,-0.0006989758186753403,-0.0004968746098676066,50.0,51.66667297151859,51.08266267667424,43.750002607703365,0.2603713891662049,0.23883928805589677,0.21730718694558868
9134,1982-08-16,9604000,0.2388392835855484,0.2388392835855484,0.2410714328289032,0.2388392835855484,0.010786693543195723,0.2327678582072258,0.2973325900733471,0.2344141928413246,0.2346442124130609,-0.00023001957173632293,-0.0004435036022413499,66.66666666666666,58.333342605171445,57.50082326042537,48.484844193752046,0.2603713891662049,0.23883928805589677,0.21730718694558868
9133,1982-08-17,11933600,0.2544642984867096,0.2544642984867096,0.2589285671710968,0.2544642984867096,0.011492370627820492,0.23316964417695998,0.2968191972374916,0.23749882447907614,0.23611236698488142,0.0013864574941947205,-7.751138295413568e-05,100.0,72.22222222222227,72.2202894046444,63.88889970602727,0.2603713891662049,0.23883928805589677,0.21730718694558868
9132,1982-08-18,31264800,0.2544642984867096,0.2544642984867096,0.2566964328289032,0.2544642984867096,0.011492370627820492,0.23357143014669418,0.2963058044016361,0.24010889740332744,0.23747176935937087,0.002637128043956577,0.000465416502428007,100.0,88.88888888888896,72.22028940464439,60.60607041428103,0.2603713891662049,0.23883928805589677,0.21730718694558868
9131,1982-08-19,11905600,0.2566964328289032,0.2566964328289032,0.2589285671710968,0.2566964328289032,0.011593177914619446,0.2341071444749832,0.2958147330582142,0.2426608259303391,0.23889581854505051,0.0037650073852885935,0.0011253346790001245,100.0,100.00000000000007,73.93712817624106,60.60606244510231,0.2603713891662049,0.23883928805589677,0.21730718694558868
9130,1982-08-20,13714400,0.2633928656578064,0.2633928656578064,0.265625,0.2633928656578064,0.01189560629427433,0.2347767874598503,0.2954017867147922,0.2458503705037956,0.2407104146744217,0.0051399558293739045,0.0019282589090748807,100.0,100.00000000000007,78.53017954263134,60.60607041428103,0.2624873511257798,0.2392857164144516,0.21608408170312338
9129,1982-08-23,17421600,0.2745535671710968,0.2745535671710968,0.2767857015132904,0.2745535671710968,0.012399655766785143,0.23549107313156128,0.29516741171479227,0.2502662469141496,0.24321731491941168,0.007048931994737939,0.0029523935262074927,100.0,100.00000000000007,83.9646138204525,78.12499869614831,0.2688927312186373,0.2408482164144516,0.21280370161026585
9128,1982-08-24,38942400,0.2879464328289032,0.2879464328289032,0.2901785671710968,0.2879464328289032,0.013004516251385212,0.23647321611642838,0.2950000010430813,0.2560631985933425,0.24653058298619535,0.009532615607147132,0.004268437942395421,100.0,100.00000000000007,88.12610556697459,83.78379109830576,0.27826836193522214,0.2431919664144516,0.20811557089368105
9127,1982-08-25,89269600,0.3080357015132904,0.3080357015132904,0.3102678656578064,0.3080357015132904,0.013911808840930462,0.2378571444749832,0.2949107152223587,0.26405896827333447,0.25108651778547114,0.01297245048786333,0.006009240451489003,100.0,100.00000000000007,91.80640192638533,95.23809675186423,0.2920335318985806,0.24698660895228386,0.20193968600598708
9126,1982-08-26,52645600,0.3169642984867096,0.3169642984867096,0.3191964328289032,0.3169642984867096,0.014315053820610046,0.23941964477300645,0.2948549117147923,0.27219824984462293,0.2559663534857638,0.016231896358859133,0.00805377163296303,100.0,100.00000000000007,92.93014519362039,97.77777184380538,0.30549986183596367,0.25089285969734193,0.1962858575587202
9125,1982-08-27,24662400,0.3035714328289032,0.3013392984867096,0.3035714328289032,0.3013392984867096,0.013609381392598152,0.2407589304447174,0.2946875010430813,0.27702489338066605,0.2594926557214178,0.017532237659248273,0.00994946483822008,83.78377598162842,94.59459199387622,75.10279666136697,86.27450005085326,0.3132185022678954,0.2540178596973419,0.19481721712678846
9124,1982-08-30,20109600,0.3058035671710968,0.3058035671710968,0.3080357015132904,0.3058035671710968,0.013811005279421806,0.24218750178813933,0.2944754473865032,0.2814523816561169,0.26292309366250527,0.018529287993611643,0.011665429469298393,86.48646795636749,90.09008131266539,75.98860990001745,84.78259796907227,0.32036741276583114,0.2569196455180645,0.19347187827029788
9123,1982-08-31,35140000,0.3214285671710968,0.3214285671710968,0.3236607015132904,0.3214285671710968,0.014516670256853104,0.24401785880327226,0.2944531258940697,0.2876025640430369,0.26725683250633847,0.02034573153669844,0.013401489882778405,100.0,90.09008131266539,81.34847204021776,86.5384509224881,0.3299376676288292,0.26127232387661936,0.19260698012440952
9122,1982-09-01,20641600,0.3147321343421936,0.3125,0.3147321343421936,0.3125,0.014113434590399262,0.24553571581840516,0.29441964372992513,0.291776344089061,0.27077352158036977,0.021002822508691232,0.014921756407960974,92.30768704085165,92.93138499907313,73.26154061129004,81.81816968051102,0.3365787956496454,0.26540178805589676,0.19422478046214814
9121,1982-09-02,18855200,0.3258928656578064,0.3258928656578064,0.328125,0.3258928656578064,0.01471829414367676,0.24714285880327225,0.29441964372992513,0.29702503971502187,0.2748564360093163,0.02216860370570556,0.01637112586750989,100.0,97.43589568028396,77.5528731057218,84.74575695858792,0.34368521199201185,0.27053571715950964,0.19738622232700742
9120,1982-09-03,26135200,0.328125,0.328125,0.3303571343421936,0.328125,0.014819104224443437,0.24879464447498323,0.29437500089406965,0.30180964898963386,0.278802255611465,0.023007393378168872,0.01769837936964169,100.0,97.43589568028396,78.35454754366893,84.48275207197622,0.3494541777705003,0.2758928596973419,0.2023315416241835
9119,1982-09-07,20344800,0.3125,0.3102678656578064,0.3125,0.3102678656578064,0.014012622646987438,0.25026785880327224,0.2942522330582142,0.303454318375844,0.2812983848531263,0.02215593352271772,0.018589890200256896,78.7878751097954,92.9292917032652,60.81257988731441,72.41378595939642,0.3509701765617462,0.2804687522351742,0.20996732790860215
9118,1982-09-08,18082400,0.3214285671710968,0.3214285671710968,0.3236607015132904,0.3214285671710968,0.014516670256853104,0.25196428716182706,0.2941629473865032,0.30621958742126754,0.2842709909812931,0.021948596439974433,0.019261631448200405,90.6249934807416,89.80428953017906,65.8530967685992,74.19354074579418,0.35407884170233367,0.284821430593729,0.21556401948512433
9117,1982-09-09,15898400,0.3169642984867096,0.3147321343421936,0.3169642984867096,0.3147321343421936,0.014214239083230497,0.2537053588032723,0.29410714387893677,0.307872619892874,0.28669271748621267,0.021179902406661344,0.019645285639892596,82.75863815289703,84.05716891447808,61.30391711970594,71.42857445610895,0.35559805436768455,0.28883928805589676,0.22208052174410897
9116,1982-09-10,14016800,0.3236607015132904,0.3236607015132904,0.3258928656578064,0.3236607015132904,0.01461748220026493,0.25562500149011613,0.29410714387893677,0.31030155552678423,0.28943108669752304,0.02087046882926119,0.019890322277766315,91.66664348708443,88.35009170690775,65.4364336412969,71.42856840103327,0.3568934068488088,0.29319196566939354,0.22949052448997825
9115,1982-09-13,14722400,0.3258928656578064,0.3258928656578064,0.328125,0.3258928656578064,0.01471829414367676,0.2575892874598503,0.2940959832072258,0.31270021862386455,0.2921319592351266,0.020568259388737964,0.020025909699960646,94.44446504852137,89.62324889616768,66.80012621995695,69.4915296427992,0.356645139106782,0.29776785895228386,0.2388905787977857
9114,1982-09-14,25373600,0.3370535671710968,0.3370535671710968,0.3392857015132904,0.3370535671710968,0.0152223389595747,0.26000000178813937,0.2940959832072258,0.31644688763113105,0.29545948577402964,0.020987401857101406,0.0202182081313888,100.0,95.37036951186866,72.95591250787295,68.96551644759559,0.3570738605877528,0.30267857313156127,0.24828328567536972
9113,1982-09-15,17936800,0.3370535671710968,0.3348214328289032,0.3370535671710968,0.3348214328289032,0.015121530741453169,0.26258928745985033,0.29410714387893677,0.319617146021895,0.2985405288620218,0.02107661715987319,0.02038988993708568,100.0,98.14815501617386,72.95591250787295,63.26531001499721,0.3582514121475967,0.30680803656578065,0.2553646609839646
9112,1982-09-16,20092800,0.328125,0.3236607015132904,0.328125,0.3236607015132904,0.01461748220026493,0.2650446444749832,0.29408482238650324,0.3209260466339111,0.3007319711827264,0.020194075451184734,0.020350727039905495,73.33333926730836,91.11111308910286,60.92430223964964,55.10203636769877,0.35640575293080135,0.3104910716414452,0.264576390352089
9111,1982-09-17,13512800,0.3191964328289032,0.3169642984867096,0.3191964328289032,0.3169642984867096,0.014315053820610046,0.26745535880327226,0.2940066973865032,0.3206599522023715,0.30209970909064215,0.018560243111729324,0.019992630254270262,42.85717010498047,72.06350312409636,51.184509517140945,57.446811532694845,0.3520056479363123,0.31361607164144517,0.27522649534657806
9110,1982-09-20,9783200,0.3191964328289032,0.3191964328289032,0.3214285671710968,0.3191964328289032,0.01441586297005415,0.2697767874598503,0.2939397330582142,0.3204347953756841,0.3033661330782834,0.017068662297400672,0.019407836662896347,27.272749341227676,47.821086237838905,51.18450951714096,56.52174544019134,0.3466801785254484,0.31640625,0.2861323214745516
9109,1982-09-21,9167200,0.3258928656578064,0.3258928656578064,0.328125,0.3258928656578064,0.01471829414367676,0.2721428591012955,0.29387276887893676,0.3212744984960106,0.30503477994460165,0.016239718551408933,0.018774213040598866,54.54549868245535,41.55847270955457,57.904282841444314,52.380959949798566,0.34218840365900766,0.3189732149243355,0.29575802618966335
9108,1982-09-22,25844000,0.3348214328289032,0.3348214328289032,0.3370535671710968,0.3348214328289032,0.015121530741453169,0.27441964477300645,0.29383928671479226,0.32335864223953253,0.3072411986872718,0.016117443552260746,0.018242859142931243,90.90912401184151,57.57579067850825,65.26122897627852,60.46512711042111,0.34044880785005754,0.3213169649243355,0.3021851219986134
9107,1982-09-23,34955200,0.3348214328289032,0.3348214328289032,0.3370535671710968,0.3348214328289032,0.015121530741453169,0.2766517877578735,0.2938169653713703,0.32512214848405113,0.309284179003061,0.015837969480990144,0.017761881210543024,90.90912401184151,78.78791556871288,65.26122897627852,55.263158819352434,0.34162289889646835,0.3226562514901161,0.3036896040837639
9106,1982-09-24,44548000,0.3258928656578064,0.3236607015132904,0.3258928656578064,0.3236607015132904,0.01461748220026493,0.2786160737276077,0.29376116186380385,0.3252407203569365,0.31051445209361694,0.014726268263319575,0.017154758621098335,54.54549868245535,78.78791556871286,52.94263755961008,48.780491776159394,0.3419249875399314,0.32310267984867097,0.30428037215741055
9105,1982-09-27,9536800,0.3236607015132904,0.3236607015132904,0.328125,0.3236607015132904,0.01461748220026493,0.28035714477300644,0.29369419753551484,0.3249976405348371,0.3114882483506046,0.013509392184232472,0.01642568533372516,33.333234433690755,59.59595237599594,50.20876893941412,57.14285169328754,0.34053234445691183,0.3241071432828903,0.3076819421088688
9104,1982-09-28,21380800,0.328125,0.328125,0.3325892984867096,0.328125,0.014819104224443437,0.2821428591012955,0.29364955469965937,0.3254787727602467,0.3127206003289444,0.01275817243130234,0.015692182753240597,55.55553907228179,47.81142406280937,55.51035711905769,54.54545822353795,0.33927349542781654,0.3252232149243355,0.3111729344208544
9103,1982-09-29,16391200,0.328125,0.328125,0.3303571343421936,0.328125,0.014819104224443437,0.2836160731315613,0.29364955469965937,0.32588588464328566,0.3138616669749404,0.012024217668345272,0.014958589736261532,50.0,46.29625783532425,55.51035711905769,58.06450640373806,0.3395465898561525,0.32555803656578064,0.3115694832754088
9102,1982-09-30,18670400,0.328125,0.3258928656578064,0.328125,0.3258928656578064,0.01471829414367676,0.2850892871618271,0.2936272332072258,0.326230363928934,0.31491821016515015,0.011312153763783861,0.014229302541765998,50.0,51.85184635742733,55.51035711905769,53.57143708637377,0.3392854374524866,0.32622767984867096,0.3131699222448553
9101,1982-10-01,11564000,0.3303571343421936,0.3303571343421936,0.3348214328289032,0.3303571343421936,0.01491990964859724,0.2865625011920929,0.29353794738650324,0.3268652516848201,0.3160618341814399,0.010803417503380208,0.01354412553408884,62.49995827672876,54.166652758909656,58.873789096553836,53.57141494750977,0.3396365531084447,0.32645089328289034,0.313265233457336
9100,1982-10-04,17332000,0.3303571343421936,0.3348214328289032,0.3370535671710968,0.3214285671710968,0.015121530741453169,0.28808035790920256,0.29330357238650323,0.32740246440133913,0.3171207453071811,0.010281719094158037,0.012891644246102679,62.49995827672876,58.33330551781924,58.873789096553836,43.47825834566407,0.33984525243863983,0.3265625,0.3132797475613601
9099,1982-10-05,20059200,0.3348214328289032,0.3370535671710968,0.34375,0.3348214328289032,0.0152223389595747,0.28991071522235873,0.2929352688789368,0.32854384415942595,0.31843190734894844,0.010111936810477506,0.012335702758977647,100.0,74.99997218448591,65.76535965929904,48.00000854491797,0.3396750047138652,0.32767857164144515,0.3156821385690251
9098,1982-10-06,43383200,0.3370535671710968,0.3616071343421936,0.3616071343421936,0.3370535671710968,0.01633126102387905,0.2918303579092026,0.2926562510430813,0.32985303231506763,0.3198112895610369,0.010041742754030747,0.011876910757988269,100.0,87.49998609224299,68.78324209277434,59.09090081522646,0.34077339468091006,0.32845982164144516,0.31614624860198026
9097,1982-10-07,77918400,0.3638392984867096,0.390625,0.3928571343421936,0.3638392984867096,0.017641784623265266,0.2944642868638039,0.2924888403713703,0.3350816886491664,0.32307262356218724,0.012009065086979132,0.011903341623786442,100.0,100.00000000000007,85.94209474934665,83.33331849840896,0.3498873836447067,0.33080357164144514,0.3117197596381836
9096,1982-10-08,68885600,0.390625,0.4196428656578064,0.421875,0.3883928656578064,0.018952317535877228,0.2975000011920929,0.2924888403713703,0.34362681347237156,0.3280765033077775,0.015550310164594072,0.012632735331947968,100.0,100.00000000000007,91.397850031841,88.09522371443948,0.3667038768578984,0.33415178656578065,0.3015996962736629
9095,1982-10-11,78433600,0.4196428656578064,0.4285714328289032,0.4419642984867096,0.4196428656578064,0.019355567172169685,0.30107142984867097,0.29263392969965935,0.35532159073166925,0.33485919682705506,0.020462393904614185,0.014198667046481215,100.0,100.00000000000007,94.20775460203862,90.38460353422795,0.38875362364988014,0.33883928656578066,0.2889249494816812
9094,1982-10-12,64736000,0.4285714328289032,0.4151785671710968,0.4352678656578064,0.4107142984867096,0.01875070482492447,0.30468750149011614,0.2928906261920929,0.3665907972081668,0.3418008439495495,0.02478995325861727,0.01631692428890843,100.0,100.00000000000007,94.80968029558237,90.38460353422795,0.40742872819027093,0.343415179848671,0.27940163150707104
9093,1982-10-13,49711200,0.4151785671710968,0.4196428656578064,0.4330357015132904,0.4107142984867096,0.018952317535877228,0.30830357283353804,0.29306919753551486,0.3740658387409253,0.3472362308630031,0.026829607877922212,0.018419461006711185,87.23403650908182,95.74467883636068,80.35669265526772,81.03446926430365,0.41879991557243373,0.347321429848671,0.27584294412490823
9092,1982-10-14,44665600,0.4196428656578064,0.421875,0.4263392984867096,0.4129464328289032,0.019053131341934204,0.3120535731315613,0.2931919653713703,0.3810776890358301,0.3525996852996977,0.028478003736132407,0.02043116955259543,91.48936714182636,92.90780121696946,81.44462598121197,87.4999821186151,0.42964412851294653,0.3518973231315613,0.27415051775017607
9091,1982-10-15,36153600,0.4196428656578064,0.4107142984867096,0.4196428656578064,0.4040178656578064,0.01854908093810081,0.31598214477300646,0.2933147332072258,0.38701079313151876,0.3575658468140928,0.029444946317425946,0.022233924905561534,91.11111572642365,89.944839792444,81.44462598121197,89.09090555995074,0.43864746431090085,0.3569196447730064,0.275191825235112
9090,1982-10-18,23587200,0.4107142984867096,0.4196428656578064,0.421875,0.4107142984867096,0.018952317535877228,0.31977678775787355,0.2933928582072258,0.3906574862630866,0.3615027691649008,0.02915471709818579,0.02361808334408639,82.22223145284731,88.2742381070325,70.97738919883686,82.45613993993726,0.4445673159889565,0.36149553805589674,0.278423760122837
9089,1982-10-19,30710400,0.4196428656578064,0.4285714328289032,0.4330357015132904,0.4196428656578064,0.019355567172169685,0.32375000208616256,0.2936049118638039,0.3951167754007358,0.3658094429839388,0.029307332416797005,0.024755933158628517,91.11111572642365,88.14815430189826,74.72540736092694,83.60655630060961,0.45134972251447225,0.36618303805589675,0.28101635359732124
9088,1982-10-20,60524800,0.4285714328289032,0.453125,0.4575892984867096,0.4263392984867096,0.020464466884732246,0.3276339307427406,0.29389509052038193,0.4002636457743,0.3704584792734975,0.029805166500802505,0.025765779827063316,100.0,91.1111157264237,78.00314184264121,84.61538303533263,0.45903639619044356,0.37087053805589676,0.28270467992134996
9087,1982-10-21,56879200,0.453125,0.4642857015132904,0.4776785671710968,0.4464285671710968,0.020968522876501083,0.3319642877578735,0.29444196552038193,0.40839616180902305,0.3765819252590272,0.03181423654999588,0.026975471171649834,100.0,97.0370385754746,84.41597534385203,86.66666547987208,0.47046968672183154,0.3767857164144516,0.2831017461070716
9086,1982-10-22,40420800,0.4642857015132904,0.4620535671710968,0.4776785671710968,0.4620535671710968,0.020867718383669853,0.33651785880327223,0.29498884052038193,0.41699455253275647,0.38307850128354803,0.033916051249208434,0.028363587187161553,100.0,100.00000000000006,86.48278852460697,87.49999791383749,0.4818972178472982,0.3837053582072258,0.28551349856715336
9085,1982-10-25,46233600,0.4620535671710968,0.4352678656578064,0.4642857015132904,0.4330357015132904,0.01965799555182457,0.34107143014669417,0.2956250011920929,0.4239267086309627,0.38892850616884844,0.03499820246211427,0.0296905102421521,98.24562061012807,99.41520687004275,83.91454855241395,86.07595043674425,0.4904914891625021,0.39062500149011614,0.29075851381773016
9084,1982-10-26,41938400,0.4352678656578064,0.4375,0.4397321343421936,0.4151785671710968,0.01975879818201065,0.34500000178813933,0.29618303701281545,0.4256715020197079,0.39236105131875454,0.03331045070095334,0.030414498333912354,71.11112495705285,89.78558185572702,59.46391894061992,74.44445021358598,0.4931916346842843,0.3959821447730064,0.29877265486172855
9083,1982-10-27,47790400,0.4375,0.4486607015132904,0.4508928656578064,0.4375,0.020262852311134342,0.34866071581840513,0.29676339417696,0.42749127093975287,0.3957046771493183,0.03178659379043458,0.0306889174252168,63.63637467061384,77.66437341259831,60.56865761445033,70.88607787474757,0.4948171786531111,0.40145089477300644,0.3080846108929018
9082,1982-10-28,54420800,0.4486607015132904,0.4486607015132904,0.453125,0.4419642984867096,0.020262852311134342,0.35254464387893675,0.2973325905203819,0.4307481064126048,0.3996273456232474,0.031120760789357382,0.03077528609804492,70.83331942557626,68.52693968441436,65.92611283421374,68.0555568433106,0.49636866610384617,0.40747767984867095,0.31858669359349573
9081,1982-10-29,29528800,0.4486607015132904,0.453125,0.453125,0.4419642984867096,0.020464466884732246,0.3563839292526245,0.2977901796996594,0.43350389027424874,0.40325944606171066,0.03024444421253808,0.03066911772094355,70.83331942557626,68.43433784058884,65.92611283421374,61.016945700574134,0.4962132871155776,0.4133928582072258,0.33057242929887404
9080,1982-11-01,26090400,0.453125,0.4776785671710968,0.4821428656578064,0.4486607015132904,0.02157338708639145,0.3601785719394684,0.2982366082072258,0.43652252253974894,0.4069531907999177,0.02956933173983123,0.030449160524721085,79.16668057442374,73.61110647519214,68.22520948005783,59.64912403983789,0.49423970316928456,0.4195312514901161,0.34482279981094766
9079,1982-11-02,77711200,0.4821428656578064,0.5111607313156128,0.5267857313156128,0.4821428656578064,0.023085547611117363,0.3643303579092026,0.2988504475355148,0.443541036865604,0.41252279634779104,0.031018240517812934,0.030562976523339457,100.0,83.33333333333339,78.9019389717181,73.43751075677862,0.4952165524442807,0.42689732313156126,0.3585780938188418
9078,1982-11-03,58783200,0.5111607313156128,0.5491071343421936,0.5491071343421936,0.5111607313156128,0.02479931153357029,0.3687946438789368,0.2995982155203819,0.4539440667809899,0.4198293100525664,0.03411475672842351,0.03127333256435627,100.0,93.05556019147461,84.79645657529028,77.33334282769339,0.49997571008012964,0.4356026813387871,0.37122965259744456
9077,1982-11-04,82269600,0.5491071343421936,0.5535714030265808,0.5691964030265808,0.5446428656578064,0.025000933557748798,0.3736160725355148,0.30050223335623744,0.46858453871348277,0.4294054451893245,0.03917909352415827,0.03285448475631667,100.0,100.00000000000004,89.30502419207562,81.52174544019132,0.5184231138299346,0.4448660731315613,0.371309032433188
